state,quantum_counts,classical_counts,quantum_prob,classical_prob
111000,227,149,0.04218038761820821,0.027777777777777783
000021,40,68,0.007150381176996294,0.013888888888888892
101100,35,132,0.007836688145660896,0.027777777777777783
011001,59,141,0.011759746278772222,0.027777777777777783
110010,116,121,0.022142793210418402,0.027777777777777783
200001,196,73,0.03760886993482367,0.013888888888888892
000201,14,61,0.004030350707337882,0.013888888888888892
300000,65,19,0.014366335367582259,0.00462962962962963
100200,32,67,0.0069340678384205556,0.013888888888888892
000102,83,83,0.016075996993286715,0.013888888888888892
000012,11,76,0.002230687931846016,0.013888888888888892
001200,59,60,0.00995177795545468,0.013888888888888892
010200,14,53,0.0025523915506379486,0.013888888888888892
100020,98,78,0.020448503909179006,0.013888888888888892
000003,31,23,0.0056292680991733065,0.00462962962962963
110001,76,143,0.013324374223748166,0.027777777777777783
100011,290,146,0.0548673289831105,0.027777777777777783
030000,181,20,0.03909998020307947,0.00462962962962963
100002,91,76,0.017683839582539614,0.013888888888888892
200100,60,65,0.012448494879940514,0.013888888888888892
120000,8,53,0.002015863422500956,0.013888888888888892
002010,134,80,0.02855172069107268,0.013888888888888892
101010,66,130,0.011974363703638077,0.027777777777777783
100101,46,145,0.012024241169603695,0.027777777777777783
100110,78,139,0.018143144827493816,0.027777777777777783
000300,17,21,0.002267926009353285,0.00462962962962963
010011,50,138,0.010328070911607281,0.027777777777777783
002001,127,73,0.02997111772922569,0.013888888888888892
010020,50,79,0.010793936308618439,0.013888888888888892
001020,2,72,0.0006112528337636125,0.013888888888888892
201000,59,66,0.011757829359775413,0.013888888888888892
101001,168,142,0.0283984661289333,0.027777777777777783
003000,234,23,0.04961239469381692,0.00462962962962963
110100,7,141,0.0023202999932409583,0.027777777777777783
102000,34,58,0.006173613633977975,0.013888888888888892
210000,65,95,0.015492270857526148,0.013888888888888892
001011,52,140,0.011534302532236279,0.027777777777777783
020100,94,61,0.019562669058764946,0.013888888888888892
020010,115,67,0.023174687747613016,0.013888888888888892
011010,253,154,0.04851936994822412,0.027777777777777783
200010,167,81,0.03383830847740197,0.013888888888888892
010110,21,129,0.0028513711632682293,0.027777777777777783
000210,63,71,0.009764448183523572,0.013888888888888892
010101,167,153,0.03369045802421551,0.027777777777777783
001110,123,135,0.02620179397577642,0.027777777777777783
002100,119,79,0.022028274592931857,0.013888888888888892
001002,132,63,0.029565076165679997,0.013888888888888892
020001,293,74,0.058545977000332226,0.013888888888888892
010002,143,66,0.02899214409694003,0.013888888888888892
000111,118,142,0.020302106388498095,0.027777777777777783
000120,30,65,0.005699868187874422,0.013888888888888892
021000,27,58,0.005525112799383176,0.013888888888888892
000030,9,19,0.0019900642675309086,0.00462962962962963
012000,62,65,0.01023420705517054,0.013888888888888892
001101,53,129,0.01088586648426376,0.027777777777777783
011100,36,140,0.008335116986006462,0.027777777777777783
