state,quantum_counts,classical_counts,quantum_prob,classical_prob
111000,126,86,0.040584195140967325,0.027777777777777783
000021,45,51,0.013662240138228776,0.013888888888888892
101100,75,79,0.020161659567544708,0.027777777777777783
011001,66,85,0.018677781554807153,0.027777777777777783
110010,205,87,0.07232152831385638,0.027777777777777783
200001,112,35,0.04231477873698264,0.013888888888888892
000201,11,40,0.0035054065816196092,0.013888888888888892
300000,66,14,0.016952490813916487,0.00462962962962963
100200,1,45,0.0004646408794357431,0.013888888888888892
000102,11,50,0.003436998734933251,0.013888888888888892
000012,13,33,0.00680329888977734,0.013888888888888892
001200,112,48,0.04184926200977206,0.013888888888888892
010200,1,47,0.0009516514350581568,0.013888888888888892
100020,97,47,0.03372762490783681,0.013888888888888892
000003,11,12,0.002983596991277518,0.00462962962962963
110001,1,80,0.0008072627707927949,0.027777777777777783
100011,204,86,0.06652291035943896,0.027777777777777783
030000,2,16,0.001046703354111926,0.00462962962962963
100002,90,42,0.03167903838549303,0.013888888888888892
200100,69,37,0.022179631650364216,0.013888888888888892
120000,9,31,0.003022691073000431,0.013888888888888892
002010,3,34,0.0018057653366172976,0.013888888888888892
101010,71,102,0.02155463238687824,0.027777777777777783
100101,10,90,0.0038935724321741087,0.027777777777777783
100110,94,79,0.03282690809509904,0.027777777777777783
000300,28,8,0.007818846972529676,0.00462962962962963
010011,30,89,0.00859995130376095,0.027777777777777783
002001,55,38,0.01767518903234312,0.013888888888888892
010020,7,52,0.0026894550005902786,0.013888888888888892
001020,12,54,0.0032708991748063745,0.013888888888888892
201000,62,48,0.021691236256880516,0.013888888888888892
101001,227,82,0.07641788235870164,0.027777777777777783
003000,6,8,0.0020198956471771065,0.00462962962962963
110100,24,82,0.00769281647389513,0.027777777777777783
102000,20,53,0.004897309340353785,0.013888888888888892
210000,47,33,0.015608765676618544,0.013888888888888892
001011,24,72,0.011806239571104087,0.027777777777777783
020100,1,37,0.0006581519776868239,0.013888888888888892
020010,76,43,0.025737415346676357,0.013888888888888892
011010,33,79,0.0069845834429384445,0.027777777777777783
200010,43,40,0.017627234248338064,0.013888888888888892
010110,42,95,0.011586699911497824,0.027777777777777783
000210,125,37,0.041765641474699376,0.013888888888888892
010101,18,82,0.006639212447905405,0.027777777777777783
001110,17,69,0.005323847763167836,0.027777777777777783
002100,53,26,0.015264062395203986,0.013888888888888892
001002,16,42,0.005676807098506688,0.013888888888888892
020001,9,43,0.0023310714056157676,0.013888888888888892
010002,10,43,0.00221682339710879,0.013888888888888892
000111,91,79,0.02943145054135037,0.027777777777777783
000120,104,30,0.03074770244711422,0.013888888888888892
021000,68,56,0.02728749543873258,0.013888888888888892
000030,16,6,0.004742210794753512,0.00462962962962963
012000,48,44,0.018504602768691574,0.013888888888888892
001101,149,89,0.04923683403339917,0.027777777777777783
011100,34,85,0.014313395717868058,0.027777777777777783
