phase_rad,quantum_mean,quantum_std,quantum_theory,classical_mean,classical_std,classical_theory
0.0,0.95126953125,0.004505965623070049,1.0,0.990673828125,0.0030839126317652597,1.0
0.10649466622338281,0.89375,0.007724109348939526,0.930777040696903,0.986474609375,0.0014656573261526988,0.9971674001050685
0.21298933244676563,0.71435546875,0.007763518325918668,0.7422754351663251,0.978466796875,0.0030450120757165755,0.9887016949089333
0.31948399867014843,0.484619140625,0.010550152304756763,0.48668973928111275,0.965283203125,0.002757384356151465,0.9746988042341906
0.42597866489353126,0.258349609375,0.006516131118401261,0.2347895459401288,0.946630859375,0.00431265966147491,0.9553173864274567
0.5324733311169141,0.095068359375,0.0065584369979220574,0.056323962471714284,0.92275390625,0.008034563739092438,0.930777040696903
0.6389679973402969,0.047998046875,0.0031723253653868724,0.0007086521616190278,0.89287109375,0.005051764514209986,0.9013558189654818
0.7454626635636797,0.122998046875,0.006530750310299615,0.08334304045874252,0.858203125,0.007180225173692109,0.8673870754315336
0.8519573297870625,0.302490234375,0.009771116619978532,0.2813463397705722,0.82373046875,0.004020544697312285,0.8292556895325194
0.9584519960104453,0.538330078125,0.010722749636717651,0.5398930527765413,0.78251953125,0.008835597293959,0.7873937051072035
1.0649466622338282,0.763720703125,0.008520332924870644,0.7873937051072031,0.733642578125,0.007919343863772176,0.7422754351663251
1.171441328457211,0.91044921875,0.0068016719333460355,0.9553173864274566,0.689306640625,0.009412689742041413,0.6944120877366604
1.2779359946805937,0.95068359375,0.004734062360758134,0.9971674001050685,0.63876953125,0.011756936481070308,0.6443459736698106
1.3844306609039765,0.860009765625,0.009543494192516067,0.901355818965482,0.5892578125,0.009686692727201114,0.5926443620435573
1.4909253271273595,0.674853515625,0.00773721662011678,0.6944120877366603,0.537255859375,0.00716310424386294,0.5398930527765415
1.5974199933507423,0.443505859375,0.009412689742041413,0.4336372363581391,0.4890625,0.012271703683829354,0.48668973928111264
1.703914659574125,0.221484375,0.010572613992101318,0.1912376925269042,0.433447265625,0.007567729308450873,0.43363723635813906
1.8104093257975078,0.080615234375,0.006427717757688943,0.03433191127383106,0.383984375,0.014237732006724685,0.3813366500644427
1.9169039920208906,0.052490234375,0.005464606759179539,0.006365822639327667,0.325732421875,0.00797693766908179,0.33038056694098494
2.0233986582442736,0.156103515625,0.00716310424386294,0.1150830082850468,0.285498046875,0.009980664633902084,0.28134633977057233
2.1298933244676563,0.34912109375,0.009903807522482594,0.3303805669409842,0.240576171875,0.009051132965827421,0.2347895459401288
2.236387990691039,0.58505859375,0.005396778077987538,0.5926443620435569,0.193896484375,0.01078747997790409,0.1912376925269041
2.342882656914422,0.802001953125,0.007742761246163276,0.8292556895325193,0.15673828125,0.005719355650135282,0.1511842394325077
2.4493773231378047,0.92744140625,0.00495166302112782,0.9746988042341904,0.121240234375,0.005723731034416773,0.11508300828504697
2.5558719893611874,0.942626953125,0.004607729860679133,0.9887016949089336,0.092431640625,0.006698713366961232,0.08334304045874258
2.66236665558457,0.83330078125,0.006467469019452519,0.8673870754315343,0.0654296875,0.004833737762017415,0.056323962471714284
2.768861321807953,0.633203125,0.013603343866692071,0.6443459736698111,0.0431640625,0.004699691177935924,0.03433191127383084
2.875355988031336,0.396630859375,0.009930373029357823,0.38133665006444284,0.027783203125,0.0030684115905009715,0.017616065592742036
2.981850654254719,0.182421875,0.008243714683752063,0.15118423943250758,0.01533203125,0.0018936249443032534,0.006365822639327723
3.0883453204781017,0.06328125,0.0036421984763616248,0.017616065592742147,0.0115234375,0.001592725237333993,0.0007086521616190278
3.1948399867014845,0.065966796875,0.007224087678007585,0.01761606559274198,0.01025390625,0.0023518739411703704,0.0007086521616190278
3.3013346529248673,0.18505859375,0.006079052538080436,0.15118423943250714,0.01650390625,0.001784733093993854,0.006365822639327723
3.40782931914825,0.388916015625,0.01258070640848805,0.38133665006444223,0.027490234375,0.0034599128394642333,0.01761606559274198
3.514323985371633,0.6283203125,0.007538531190798937,0.6443459736698105,0.0451171875,0.005094063029587881,0.03433191127383073
3.6208186515950156,0.829638671875,0.008500722742208016,0.8673870754315326,0.06572265625,0.006773571536663999,0.05632396247171412
3.7273133178183984,0.942822265625,0.004358850372357776,0.9887016949089331,0.087353515625,0.005288110734735257,0.08334304045874241
3.833807984041781,0.929150390625,0.007325683447294914,0.9746988042341909,0.12353515625,0.0069979408505260274,0.11508300828504675
3.940302650265164,0.797021484375,0.010436090796815865,0.8292556895325198,0.157373046875,0.008835192526687949,0.15118423943250747
4.046797316488547,0.581982421875,0.00689998594641982,0.5926443620435574,0.200927734375,0.005278182544021908,0.19123769252690398
4.15329198271193,0.34248046875,0.011790147088114508,0.3303805669409848,0.23583984375,0.01195840556868336,0.23478954594012869
4.259786648935313,0.1484375,0.005031903526557911,0.11508300828504775,0.28671875,0.00933830709990775,0.2813463397705722
4.366281315158695,0.053173828125,0.004786401703353903,0.006365822639327889,0.3359375,0.007215997344496549,0.3303805669409847
4.472775981382078,0.07958984375,0.003653962291771427,0.03433191127383051,0.381298828125,0.008238651909409925,0.38133665006444245
4.579270647605461,0.220068359375,0.008995646165388083,0.1912376925269037,0.431201171875,0.011408344233312386,0.43363723635813883
4.685765313828844,0.438818359375,0.012983232248195966,0.4336372363581389,0.48251953125,0.01232520920148423,0.4866897392811124
4.7922599800522265,0.676953125,0.010272954777157136,0.6944120877366589,0.533154296875,0.007063895838711526,0.5398930527765413
4.898754646275609,0.865771484375,0.007167762524707114,0.9013558189654811,0.593115234375,0.010938044943176779,0.5926443620435569
5.005249312498992,0.94931640625,0.004940093699195991,0.9971674001050685,0.64345703125,0.009095147618652382,0.6443459736698103
5.111743978722375,0.911328125,0.006548068208687582,0.9553173864274576,0.69296875,0.011726478571276937,0.6944120877366601
5.218238644945758,0.760888671875,0.006783595650714493,0.7873937051072051,0.73818359375,0.008448253419485222,0.7422754351663248
