state,quantum_counts,classical_counts,quantum_prob,classical_prob
111000,55,87,0.01904291738759546,0.027777777777777783
000021,168,48,0.05547824075918856,0.013888888888888892
101100,29,78,0.01043475572054703,0.027777777777777783
011001,56,98,0.019343078910854992,0.027777777777777783
110010,79,86,0.022822817300622803,0.027777777777777783
200001,106,46,0.027604070047877672,0.013888888888888892
000201,4,58,0.0006463423548917096,0.013888888888888892
300000,88,10,0.025784300282043565,0.00462962962962963
100200,1,49,0.00038306946455533397,0.013888888888888892
000102,43,38,0.012136627037436239,0.013888888888888892
000012,44,44,0.01124582408830667,0.013888888888888892
001200,4,46,0.0013158498773961093,0.013888888888888892
010200,3,39,9.599530085840475e-05,0.013888888888888892
100020,64,61,0.019508904748832257,0.013888888888888892
000003,8,15,0.00377236634478291,0.00462962962962963
110001,125,72,0.04189731231236892,0.027777777777777783
100011,161,82,0.055698310932017804,0.027777777777777783
030000,87,22,0.030484214910617646,0.00462962962962963
100002,174,36,0.053261082189824144,0.013888888888888892
200100,12,41,0.0035834416484067195,0.013888888888888892
120000,5,36,0.002308064192333831,0.013888888888888892
002010,91,49,0.032114768882913196,0.013888888888888892
101010,60,83,0.017684119759052652,0.027777777777777783
100101,3,84,0.0017236927921190368,0.027777777777777783
100110,4,82,0.0018857497749816612,0.027777777777777783
000300,0,15,1.7072137392784004e-05,0.00462962962962963
010011,20,95,0.007210935565765386,0.027777777777777783
002001,17,35,0.005711415281562445,0.013888888888888892
010020,49,42,0.01683910497967482,0.013888888888888892
001020,61,39,0.022036878160765577,0.013888888888888892
201000,157,50,0.05276640387026103,0.013888888888888892
101001,89,70,0.03162903360556179,0.027777777777777783
003000,78,11,0.025879739494617707,0.00462962962962963
110100,11,73,0.004016088395872863,0.027777777777777783
102000,81,51,0.02585062575511047,0.013888888888888892
210000,44,37,0.014038787022888768,0.013888888888888892
001011,139,84,0.04601474861015879,0.027777777777777783
020100,19,33,0.006556503610725843,0.013888888888888892
020010,16,44,0.008630758002885321,0.013888888888888892
011010,16,88,0.006649708975635995,0.027777777777777783
200010,72,31,0.028051681339331586,0.013888888888888892
010110,8,78,0.0030814387173955125,0.027777777777777783
000210,1,39,6.751060627605046e-05,0.013888888888888892
010101,53,85,0.020229604565300676,0.027777777777777783
001110,12,77,0.003166409808045322,0.027777777777777783
002100,52,37,0.018188332099747045,0.013888888888888892
001002,7,39,0.002679623734103458,0.013888888888888892
020001,182,40,0.0627831760180378,0.013888888888888892
010002,83,32,0.034712921122623114,0.013888888888888892
000111,28,85,0.009590806911863124,0.027777777777777783
000120,4,38,0.0005464263209244343,0.013888888888888892
021000,40,47,0.013170931786826838,0.013888888888888892
000030,11,18,0.00327892682232509,0.00462962962962963
012000,133,37,0.04177247675236301,0.013888888888888892
001101,25,90,0.008762904001638481,0.027777777777777783
011100,18,70,0.005813108903893509,0.027777777777777783
