state,quantum_counts,classical_counts,quantum_prob,classical_prob
00020011,2,14,0.00042356710358351575,0.0029296875
00200110,4,12,0.0009562391107523889,0.0029296875
00200200,5,10,0.0005228007271428888,0.00146484375
00010111,0,24,7.853175951826242e-05,0.005859375
01210000,8,14,0.0010252350040621623,0.0029296875
01100020,25,13,0.004497964350282557,0.0029296875
01000210,1,25,0.0003022838514820331,0.0029296875
00004000,0,1,2.7214880785126956e-05,0.000244140625
10030000,12,1,0.0016019554519605577,0.0009765625
00102001,2,9,0.00031146579788792893,0.0029296875
03000010,8,4,0.002427261134102669,0.0009765625
00100021,30,14,0.006310973617054352,0.0029296875
10003000,10,2,0.0011716100296657506,0.0009765625
00120100,23,11,0.004821771349549669,0.0029296875
00111010,9,34,0.0021819527072597035,0.005859375
01100101,40,31,0.008281329024014294,0.005859375
10000120,3,16,0.00047540841506797877,0.0029296875
00200002,11,13,0.001665029617255398,0.00146484375
00100111,0,34,0.00020689565103830857,0.005859375
11200000,14,13,0.0035517710258587834,0.0029296875
02110000,4,14,0.00074130844521196,0.0029296875
00310000,2,4,0.0005382704970208832,0.0009765625
01000012,102,15,0.018997863958433153,0.0029296875
10011001,14,24,0.0031826302091506158,0.005859375
10101010,14,23,0.002264637932578402,0.005859375
12001000,58,12,0.011110257141362965,0.0029296875
01200001,23,14,0.004000080576284699,0.0029296875
00301000,4,3,0.0009079167524805068,0.0009765625
00010003,2,3,0.0009302899138401911,0.0009765625
00011200,20,6,0.0034123569436962362,0.0029296875
31000000,5,9,0.0006743723494323357,0.0009765625
01110001,69,35,0.013842043535020568,0.005859375
10000012,22,10,0.004715412599295914,0.0029296875
00130000,10,6,0.0007065041094017137,0.0009765625
02010001,9,16,0.0017028632854408881,0.0029296875
20100001,1,14,0.0008356369350664258,0.0029296875
00120010,8,13,0.0023202965901612895,0.0029296875
10010002,24,9,0.003806885437064256,0.0029296875
20010100,40,18,0.008082085348450873,0.0029296875
01101010,12,31,0.003937224988209932,0.005859375
10001002,0,7,3.500726271502541e-06,0.0029296875
01010020,26,14,0.0037171992497032767,0.0029296875
01102000,94,19,0.018756732613464198,0.0029296875
20110000,7,16,0.0009637214335273589,0.0029296875
10001110,15,24,0.0030518726592700675,0.005859375
01001101,14,29,0.0022729075256594108,0.005859375
01010110,14,30,0.002264266880446019,0.005859375
00110002,12,12,0.0029107291379613333,0.0029296875
13000000,23,4,0.004210970618660236,0.0009765625
00003100,5,6,0.001022980201747195,0.0009765625
00001030,3,7,0.0009377503320650858,0.0009765625
00000310,0,3,4.74034748655073e-05,0.0009765625
21000100,4,19,0.0012844907638483837,0.0029296875
10002100,5,14,0.0015706784832089159,0.0029296875
30000001,1,4,0.00040081128360517374,0.0009765625
00001111,1,25,8.726385400231312e-05,0.005859375
20010001,14,9,0.00267914207954885,0.0029296875
20000020,3,6,0.0007884666186245058,0.00146484375
10020100,16,19,0.004107992346935514,0.0029296875
11000020,16,17,0.002715929546970365,0.0029296875
11100100,21,31,0.004477298621930994,0.005859375
01000102,38,14,0.006394714738406444,0.0029296875
01020001,59,17,0.011186253027282902,0.0029296875
21010000,11,16,0.002153200109461073,0.0029296875
00400000,1,2,0.0001379013274314909,0.000244140625
00000220,6,9,0.0005017723638488889,0.00146484375
21000010,5,14,0.0006078798254001005,0.0029296875
30100000,8,5,0.0016649741135612848,0.0009765625
11110000,13,27,0.0023610954087036075,0.005859375
01011010,44,34,0.008787714062622548,0.005859375
11000200,0,14,0.0005319662585799721,0.0029296875
01000201,3,13,0.0008166317249538755,0.0029296875
00200020,3,9,0.0007607908262786603,0.00146484375
00002002,0,7,2.49916460053761e-06,0.00146484375
00000022,14,10,0.004152901227466797,0.00146484375
00000130,0,2,0.00012314981962721578,0.0009765625
