state,quantum_counts,classical_counts,quantum_prob,classical_prob
0100101020,0,5,0.0,0.0006000000000000002
0401000000,0,1,0.0,5.000000000000001e-05
0120000101,1,1,0.00016439389671263214,0.0006000000000000002
0101102000,3,3,0.00043410263350679424,0.0006000000000000002
0111101000,0,6,0.0006913293141784884,0.0012000000000000003
1000021100,0,5,5.137309272269755e-05,0.0006000000000000002
2100200000,2,0,0.00032878779342526427,0.0003000000000000001
0200300000,0,0,5.47979655708774e-05,0.00010000000000000002
0010300001,0,0,3.4248728481798363e-06,0.00020000000000000004
0111000011,0,4,0.0,0.0012000000000000003
1101010001,0,3,4.109847417815805e-05,0.0012000000000000003
0002012000,0,1,5.265742004076498e-05,0.0003000000000000001
0001101101,4,4,0.0007397725352068446,0.0012000000000000003
2020000100,1,0,0.00032878779342526427,0.0003000000000000001
0000020030,0,0,0.0,0.00010000000000000002
0040001000,0,0,0.0,5.000000000000001e-05
0110002100,0,1,0.000187511788437846,0.0006000000000000002
0002100011,0,6,6.228987492627077e-05,0.0006000000000000002
0010010201,4,3,0.0006678502053950679,0.0006000000000000002
0010013000,0,2,0.00013191111829317651,0.00020000000000000004
2000102000,5,0,0.001315151173701057,0.0003000000000000001
1000310000,0,0,1.3699491392719345e-05,0.00020000000000000004
0100012100,0,1,0.00016696255134876698,0.0006000000000000002
0021002000,0,1,0.0,0.0003000000000000001
0010210100,5,8,0.0008219694835631608,0.0006000000000000002
0110010200,0,5,0.0,0.0006000000000000002
1300000001,0,1,5.479796557087738e-05,0.00020000000000000004
1000001030,0,2,0.0,0.00020000000000000004
0002011001,4,6,0.0006678502053950679,0.0006000000000000002
0000112100,0,0,9.31137305598893e-05,0.0006000000000000002
0000000212,1,1,8.219694835631607e-05,0.0003000000000000001
0001011200,1,2,0.0005137309272269755,0.0006000000000000002
1020011000,0,4,4.1098474178158034e-05,0.0006000000000000002
0120010001,6,3,0.0014795450704136893,0.0006000000000000002
2000000120,0,0,0.0,0.0003000000000000001
0010100300,2,1,0.00021919186228350952,0.00020000000000000004
0003000011,2,2,0.00036838788573234367,0.00020000000000000004
3100000100,0,2,8.562182120449591e-07,0.00020000000000000004
0100102001,2,2,9.247156690085558e-05,0.0006000000000000002
0110000030,0,1,8.562182120449591e-07,0.00020000000000000004
0020100020,7,1,0.0007603217722959235,0.0003000000000000001
1001102000,0,5,0.0003287877934252644,0.0006000000000000002
0200010110,33,3,0.005918180281654757,0.0006000000000000002
1002000011,0,3,0.0001335700410790136,0.0006000000000000002
0100010030,0,3,0.0,0.00020000000000000004
0004010000,1,0,1.3699491392719345e-05,5.000000000000001e-05
2003000000,0,2,6.849745696359673e-06,0.00010000000000000002
0020001110,4,2,0.0002420956994557122,0.0006000000000000002
1001000111,0,7,5.137309272269754e-06,0.0012000000000000003
0100022000,2,2,0.00033392510269753396,0.0003000000000000001
2100110000,5,3,0.0002054923708907902,0.0006000000000000002
0010120100,17,3,0.002630302347402114,0.0006000000000000002
0110020100,10,0,0.002630302347402114,0.0006000000000000002
0302000000,6,0,0.0017535348982680762,0.00010000000000000002
1001300000,2,0,0.000250015717917128,0.00020000000000000004
1001020001,0,1,6.228987492627077e-05,0.0006000000000000002
0001010300,2,1,0.0008904669405267572,0.00020000000000000004
2010000020,0,2,1.2843273180674386e-06,0.0003000000000000001
0010010120,0,5,4.1098474178158034e-05,0.0006000000000000002
1111000010,5,6,0.001485966707004027,0.0012000000000000003
0210020000,2,1,0.0006575755868505288,0.0003000000000000001
0000001004,2,0,0.00021919186228350952,5.000000000000001e-05
0022010000,30,1,0.005260604694804228,0.0003000000000000001
0003010001,1,0,5.479796557087738e-05,0.00020000000000000004
1000001210,0,3,5.137309272269755e-05,0.0006000000000000002
0101010200,0,6,1.0274618544539509e-05,0.0006000000000000002
0030000002,1,1,0.00010959593114175476,0.00010000000000000002
0200020010,9,1,0.0016439389671263217,0.0003000000000000001
2001011000,2,5,0.00016439389671263214,0.0006000000000000002
0000000140,0,3,0.0,5.000000000000001e-05
0100011200,0,0,4.1098474178158034e-05,0.0006000000000000002
0020011010,4,3,0.0006986740610286866,0.0006000000000000002
0010110011,0,8,8.219694835631607e-05,0.0012000000000000003
2011000001,9,2,0.0015720166373145445,0.0006000000000000002
3100001000,0,2,0.00021919186228350952,0.00020000000000000004
1000000301,0,3,0.00021919186228350952,0.00020000000000000004
0001010021,0,2,1.0916782203573228e-05,0.0006000000000000002
2001000020,0,3,2.8576282827000503e-05,0.0003000000000000001
0001100030,0,0,8.904669405267572e-05,0.00020000000000000004
0000100220,0,1,0.0,0.0003000000000000001
0111001010,4,2,0.0004639632436518621,0.0012000000000000003
0000101003,0,0,0.0,0.00020000000000000004
0101002100,0,1,0.00023760055384247611,0.0006000000000000002
0000101300,0,3,0.0,0.00020000000000000004
0020002001,8,2,0.001361386957151485,0.0003000000000000001
0110000201,0,3,5.137309272269755e-05,0.0006000000000000002
0100010201,17,2,0.0034933703051434326,0.0006000000000000002
0101110010,0,6,8.219694835631607e-05,0.0012000000000000003
0020100002,0,4,8.348127567438349e-05,0.0003000000000000001
0000300020,0,2,0.0,0.00010000000000000002
1011100001,0,4,2.5686546361348776e-05,0.0012000000000000003
0001100201,0,2,4.1098474178158034e-05,0.0006000000000000002
0012010100,4,3,0.0006575755868505285,0.0006000000000000002
0100000031,1,0,1.3699491392719345e-05,0.00020000000000000004
