noise_level,cv_mean,cv_std,test_accuracy,explained_variance,time_seconds,n_modes,pca_components
0.0,1.0,0.0,1.0,1.0000001,8.861969709396362,2048,150
0.05,0.9952380952380953,0.0058321184351980224,1.0,1.0000001,9.15079379081726,2048,150
0.1,0.9976190476190476,0.004761904761904744,1.0,1.0000001,9.026864051818848,2048,150
0.15,0.9952380952380953,0.0058321184351980224,0.9833333333333333,0.99999994,8.870811939239502,2048,150
0.2,0.9904761904761905,0.004761904761904745,0.9833333333333333,1.0000001,8.776031732559204,2048,150
0.3,0.9380952380952381,0.02048172682629196,0.9333333333333333,0.99999976,8.866338014602661,2048,150
0.4,0.9214285714285714,0.022080044036894543,0.9111111111111111,0.9999999,8.54593014717102,2048,150
0.5,0.9071428571428573,0.024281045302822796,0.9166666666666666,0.99999994,8.898251056671143,2048,150
