noise_level,cv_mean,cv_std,test_accuracy,explained_variance,time_seconds,n_modes
0.0,0.989247311827957,0.00877953312825511,1.0,0.9999998,10.512998104095459,4096
0.1,0.9463890795393883,0.008966980288165173,0.9666666666666667,1.0000004,10.571649312973022,4096
0.2,0.8927400289788759,0.04580969308359103,0.8916666666666667,1.0,10.408865690231323,4096
0.3,0.8212460916647601,0.04471059487655361,0.8083333333333333,1.0,9.971819162368774,4096
0.5,0.7571493937314117,0.013232737902378486,0.7583333333333333,0.99999994,9.988523721694946,4096
