phase,q_mean,q_std,c_mean,c_std
0.0,0.9999999999999993,0.0,0.9999999999999993,0.0
0.10649466622338281,0.9746988042341902,2.220446049250313e-16,0.9971674001050677,0.0
0.21298933244676563,0.9013558189654811,0.0,0.9887016949089323,0.0
0.31948399867014843,0.7873937051072029,1.1102230246251565e-16,0.9746988042341902,2.220446049250313e-16
0.42597866489353126,0.6443459736698102,0.0,0.955317386427456,0.0
0.5324733311169141,0.4866897392811123,0.0,0.9307770406969025,1.1102230246251565e-16
0.6389679973402969,0.33038056694098467,0.0,0.9013558189654811,0.0
0.7454626635636797,0.1912376925269039,0.0,0.8673870754315331,1.1102230246251565e-16
0.8519573297870625,0.08334304045874254,0.0,0.8292556895325187,1.1102230246251565e-16
0.9584519960104453,0.017616065592742067,3.469446951953614e-18,0.7873937051072029,1.1102230246251565e-16
1.0649466622338282,0.0007086521616190216,1.0842021724855044e-19,0.7422754351663244,0.0
1.171441328457211,0.034331911273830715,6.938893903907228e-18,0.6944120877366596,1.1102230246251565e-16
1.2779359946805937,0.11508300828504667,1.3877787807814457e-17,0.6443459736698102,0.0
1.3844306609039765,0.23478954594012807,2.7755575615628914e-17,0.5926443620435569,0.0
1.4909253271273595,0.38133665006444223,5.551115123125783e-17,0.5398930527765413,1.1102230246251565e-16
1.5974199933507423,0.5398930527765409,1.1102230246251565e-16,0.4866897392811123,0.0
1.703914659574125,0.6944120877366595,0.0,0.4336372363581388,5.551115123125783e-17
1.8104093257975078,0.8292556895325187,1.1102230246251565e-16,0.38133665006444245,0.0
1.9169039920208906,0.9307770406969021,0.0,0.33038056694098467,0.0
2.0233986582442736,0.9887016949089323,0.0,0.28134633977057216,5.551115123125783e-17
2.1298933244676563,0.9971674001050681,0.0,0.23478954594012863,5.551115123125783e-17
2.236387990691039,0.955317386427456,0.0,0.1912376925269039,0.0
2.342882656914422,0.8673870754315336,2.220446049250313e-16,0.1511842394325076,0.0
2.4493773231378047,0.7422754351663247,1.1102230246251565e-16,0.11508300828504689,1.3877787807814457e-17
2.5558719893611874,0.5926443620435571,1.1102230246251565e-16,0.08334304045874254,0.0
2.66236665558457,0.4336372363581392,5.551115123125783e-17,0.05632396247171424,6.938893903907228e-18
2.768861321807953,0.28134633977057305,0.0,0.03433191127383083,6.938893903907228e-18
2.875355988031336,0.1511842394325074,0.0,0.017616065592742012,0.0
2.981850654254719,0.0563239624717143,6.938893903907228e-18,0.006365822639327716,0.0
3.0883453204781017,0.0063658226393277,0.0,0.0007086521616190279,0.0
3.1948399867014845,0.006365822639327641,8.673617379884035e-19,0.0007086521616190216,1.0842021724855044e-19
3.3013346529248673,0.05632396247171413,1.3877787807814457e-17,0.006365822639327697,8.673617379884035e-19
3.40782931914825,0.15118423943250714,0.0,0.01761606559274198,0.0
3.514323985371633,0.28134633977057194,5.551115123125783e-17,0.034331911273830715,6.938893903907228e-18
3.6208186515950156,0.4336372363581379,5.551115123125783e-17,0.05632396247171408,0.0
3.7273133178183984,0.5926443620435562,1.1102230246251565e-16,0.08334304045874233,1.3877787807814457e-17
3.833807984041781,0.7422754351663237,0.0,0.11508300828504667,1.3877787807814457e-17
3.940302650265164,0.8673870754315327,1.1102230246251565e-16,0.15118423943250733,2.7755575615628914e-17
4.046797316488547,0.955317386427456,2.220446049250313e-16,0.19123769252690387,2.7755575615628914e-17
4.15329198271193,0.9971674001050677,0.0,0.23478954594012852,0.0
4.259786648935313,0.9887016949089327,1.1102230246251565e-16,0.28134633977057194,5.551115123125783e-17
4.366281315158695,0.9307770406969025,1.1102230246251565e-16,0.3303805669409846,5.551115123125783e-17
4.472775981382078,0.8292556895325192,1.1102230246251565e-16,0.38133665006444223,5.551115123125783e-17
4.579270647605461,0.6944120877366605,1.1102230246251565e-16,0.43363723635813856,0.0
4.685765313828844,0.5398930527765416,1.1102230246251565e-16,0.48668973928111203,0.0
4.7922599800522265,0.38133665006444245,0.0,0.5398930527765409,1.1102230246251565e-16
4.898754646275609,0.23478954594012919,0.0,0.5926443620435562,1.1102230246251565e-16
5.005249312498992,0.11508300828504761,1.3877787807814457e-17,0.64434597366981,1.1102230246251565e-16
5.111743978722375,0.034331911273831076,6.938893903907228e-18,0.6944120877366595,0.0
5.218238644945758,0.0007086521616190528,0.0,0.742275435166324,1.1102230246251565e-16
5.32473331116914,0.017616065592741734,3.469446951953614e-18,0.7873937051072026,0.0
5.431227977392523,0.0833430404587416,1.3877787807814457e-17,0.8292556895325187,1.1102230246251565e-16
5.537722643615906,0.19123769252690218,2.7755575615628914e-17,0.8673870754315331,1.1102230246251565e-16
5.644217309839289,0.3303805669409838,0.0,0.9013558189654811,1.1102230246251565e-16
5.750711976062672,0.48668973928111264,0.0,0.9307770406969025,1.1102230246251565e-16
5.857206642286055,0.64434597366981,0.0,0.9553173864274556,0.0
5.963701308509438,0.7873937051072025,1.1102230246251565e-16,0.9746988042341902,2.220446049250313e-16
6.070195974732821,0.9013558189654811,2.220446049250313e-16,0.9887016949089323,0.0
6.1766906409562035,0.9746988042341902,2.220446049250313e-16,0.9971674001050677,0.0
6.283185307179586,0.9999999999999993,0.0,0.9999999999999993,0.0
